Longitude,Latitude,Plot,TFamily,Line,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrt_T,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN,GTN_logT,GTN_sqrtT
33,4,33.04,N,Negative,1,13,1.146128036,3.674234614,58,1.770852012,7.64852927,65,1.819543936,8.093207028,71.12,1.858028532,8.462593315,NA,NA,NA,NA,NA,NA,1.33,0.367976785,1.354006401,183.67,2.26638851,13.57080199,0.68,0.225309282,1.086278049,168.4,2.228998855,12.99743564,1.55,0.40654018,1.431782106
33,5,33.05,TD,D 24,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,98.86,1.999401717,9.968065768,90.96,1.963598094,9.563462554,73.33,1.871182704,8.592623497,2.67,0.56427143,1.779513042,201.17,2.30570955,14.20093894,1.4,0.380211242,1.378404875,NA,NA,NA,NA,NA,NA
33,6,33.06,TD,D 114,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,85.08,1.934907642,9.251003569,69.30,1.846966877,8.354751337,65.42,1.822300373,8.119127394,3.33,0.636822098,1.957890021,NA,NA,NA,NA,NA,NA,11.4,1.093421685,3.449637662,2.04,0.482873584,1.593737745
33,7,33.07,TF,F 25,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,85,1.934498451,9.246621004,86.83,1.943661908,9.345258033,88.24,1.950569123,9.420295364,81.15,1.914605998,9.036022528,3.00,0.602059991,1.870828693,203.50,2.310693312,14.28285686,1.43,0.385606274,1.389244399,NA,NA,NA,NA,NA,NA
33,8,33.08,TF,F 37,2,4,0.698970004,2.121320344,80,1.908485019,8.972179222,85,1.934498451,9.246621004,97.37,1.992875775,9.893076781,86.00,1.939524069,9.300589488,64.59,1.816856881,8.068017562,5.67,0.823908741,2.483277404,323.50,2.511214701,18,1.27,0.356025857,1.33041347,10.0,1.041392685,3.240370349,2.22,0.507855872,1.64924225
33,9,33.09,TF,F 20,2,4,0.698970004,2.121320344,85,1.934498451,9.246621004,92,1.968482949,9.617692031,113.27,2.057939592,10.66639292,96.12,1.987288259,9.829315068,76.21,1.887647978,8.758164958,4.50,0.740362689,2.236067977,246.00,2.392696953,15.70031847,NA,NA,NA,1.2,0.33243846,1.284523258,2.48,0.541579244,1.72626765
33,10,33.10,TF,F 32,2,7,0.903089987,2.738612788,73,1.86923172,8.5732141,80,1.908485019,8.972179222,84.23,1.930606366,9.205037942,76.99,1.892038716,8.802838366,69.50,1.848193116,8.366639056,4.33,0.726998728,2.198484326,228.67,2.361097967,15.13825177,1.28,0.357934847,1.334166406,8.0,0.952631025,2.909753712,2.235,0.509874285,1.653783541
33,11,33.11,TF,F 13,2,15,1.204119983,3.937003937,73,1.86923172,8.5732141,80,1.908485019,8.972179222,95.64,1.985147016,9.80498832,91.58,1.96652852,9.595958431,68.58,1.842500751,8.311595261,2.33,0.522878745,1.683250823,190.17,2.281412168,13.80821012,1.19,0.340444115,1.3,17.5,1.267171728,4.242640687,2.04,0.482873584,1.593737745
33,12,33.12,T,Positive,2,9,1,3.082207001,122,2.089905111,11.06797181,128,2.11058971,11.33578405,93.07,1.973470776,9.673378542,90.13,1.959666533,9.520035893,69.35,1.847250314,8.357497626,12.00,1.113943352,3.535533906,456.83,2.660707409,21.38535324,1.02,0.305351369,1.232882801,1.0,0.293730757,1.211060142,2.2,0.505149978,1.643167673
34,1,34.01,T,Positive,1,12,1.113943352,3.535533906,128,2.11058971,11.33578405,135,2.133538908,11.64044673,51.00,1.716040945,7.176663734,44.77,1.660589643,6.728366823,56.91,1.762782582,7.577194027,7.00,0.903089987,2.738612788,270.50,2.433769834,16.46207763,1.55,0.40654018,1.431782106,NA,NA,NA,NA,NA,NA
34,2,34.02,TD,D 74,1,14,1.176091259,3.807886553,85,1.934498451,9.246621004,85,1.934498451,9.246621004,74.98,1.88071073,8.688037849,76.65,1.890116432,8.783252546,71.24,1.858779652,8.469965668,1.33,0.367976785,1.354006401,159.17,2.204572137,12.63592761,1.18,0.338456494,1.29614814,3.0,0.605664116,1.879716291,2.18,0.50242712,1.637070554
34,3,34.03,TD,D 117,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,73.72,1.873418989,8.614924541,78.57,1.900733096,8.891963823,67.12,1.833270006,8.223093897,3.00,0.602059991,1.870828693,166.00,2.222716471,12.9034879,1.15,0.33243846,1.284523258,3.9,0.69019608,2.097617696,2.25,0.511883361,1.658312395
34,4,34.04,N,Negative,1,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,56.24,1.757719668,7.532771188,NA,NA,NA,NA,NA,NA,1.67,0.425968732,1.471960144,212.33,2.329058719,14.5888085,0.83,0.26245109,1.153256259,176.9,2.250094566,13.31790774,1.67,0.426511261,1.473091986
34,5,34.05,TD,D 61,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,96.14,1.98741498,9.830756626,90.55,1.961638494,9.54179306,53.43,1.735852908,7.343829151,2.00,0.477121255,1.58113883,213.83,2.332101667,14.6401275,1.28,0.357934847,1.334166406,1.3,0.367976785,1.354006401,2.56,0.551449998,1.749285568
34,6,34.06,TD,D 11,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,52.84,1.731133467,7.303665032,55.62,1.752949316,7.491149517,77.90,1.897098162,8.854594521,2.33,0.522878745,1.683250823,180.00,2.257678575,13.43502884,1.35,0.371067862,1.360147051,28.5,1.470312467,5.388258841,2.07,0.487138375,1.603121954
34,7,34.07,TF,F 46,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,92,1.968482949,9.617692031,60.11,1.786109631,7.785218476,61.41,1.7952236,7.868011522,54.57,1.744842291,7.420932713,4.33,0.726998728,2.198484326,135.33,2.134602053,11.65475582,1.38,0.376576957,1.37113092,NA,NA,NA,NA,NA,NA
34,8,34.08,TF,F 34,2,7,0.903089987,2.738612788,92,1.968482949,9.617692031,92,1.968482949,9.617692031,73.54,1.872395365,8.604709508,79.32,1.90483688,8.934340354,67.77,1.837409912,8.26267052,4.33,0.726998728,2.198484326,225.33,2.35474852,15.02775211,1.2,0.342422681,1.303840481,1.1,0.315270435,1.251665557,2.32,0.521138084,1.679285562
34,9,34.09,N,Negative,2,14,1.176091259,3.807886553,58,1.770852012,7.64852927,65,1.819543936,8.093207028,53.78,1.738639026,7.367641692,NA,NA,NA,NA,NA,NA,1.00,0.301029996,1.224744871,184.00,2.267171728,13.58307771,0.77,0.247973266,1.126942767,188.0,2.276538393,13.73074409,1.62,0.418301291,1.456021978
34,10,34.10,TF,F 48,2,12,1.113943352,3.535533906,92,1.968482949,9.617692031,92,1.968482949,9.617692031,88.20,1.950381595,9.418250283,93.83,1.976946083,9.712366997,88.25,1.950596684,9.420595966,4.33,0.726998728,2.198484326,195.17,2.292625212,13.98809017,1.29,0.359835482,1.337908816,7.3,0.917330426,2.786873995,2.19,0.503790683,1.640121947
34,11,34.11,TF,F 26,2,6,0.84509804,2.549509757,80,1.908485019,8.972179222,85,1.934498451,9.246621004,84.05,1.929658531,9.194939288,89.56,1.956916185,9.489772488,73.58,1.872651044,8.607259884,3.33,0.636822098,1.957890021,211.67,2.327699424,14.56594201,1.23,0.348304863,1.315294644,1.3,0.367976785,1.354006401,2.21,0.506505032,1.646207763
34,12,34.12,TF,F 59,2,7,0.903089987,2.738612788,73,1.86923172,8.5732141,80,1.908485019,8.972179222,92.17,1.969285739,9.626633305,83.86,1.928714617,9.184893284,67.29,1.834349666,8.233397176,3.00,0.602059991,1.870828693,164.00,2.217483944,12.82575534,0.8,0.255272505,1.140175425,14.9,1.201397124,3.924283374,2.15,0.498310554,1.62788206
35,1,35.01,TD,D 99,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,62.48,1.802624689,7.935881337,62.11,1.800106679,7.912726146,44.78,1.660628511,6.728671238,2.33,0.522878745,1.683250823,126.83,2.106644114,11.28420725,1.555,0.407390904,1.433527119,8.3,0.970036777,2.972092417,2.28,0.515873844,1.6673332
35,2,35.02,TD,D 91,1,10,1.041392685,3.240370349,92,1.968482949,9.617692031,92,1.968482949,9.617692031,96.16,1.987480172,9.831498326,96.09,1.987153035,9.82777702,91.08,1.964176683,9.569869971,2.33,0.522878745,1.683250823,213.83,2.332101667,14.6401275,1.16,0.334453751,1.288409873,NA,NA,NA,NA,NA,NA
35,3,35.03,TD,D 86,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,92,1.968482949,9.617692031,100.63,2.007019071,10.05630807,91.92,1.968110766,9.613549544,71.33,1.859340969,8.475479223,1.00,0.301029996,1.224744871,136.83,2.139354259,11.71893055,1,0.301029996,1.224744871,0.4,0.146128036,0.948683298,2.35,0.525044807,1.688194302
35,4,35.04,TD,D 73,1,11,1.079181246,3.391164992,85,1.934498451,9.246621004,92,1.968482949,9.617692031,101.90,2.012398408,10.11908988,106.60,2.031823926,10.3490525,74.70,1.879103438,8.671869324,4.00,0.698970004,2.121320344,177.17,2.250826455,13.32916602,1.57,0.409933123,1.438749457,NA,NA,NA,NA,NA,NA
35,5,35.05,T,Positive,1,14,1.176091259,3.807886553,122,2.089905111,11.06797181,128,2.11058971,11.33578405,74.51,1.877994219,8.660728475,46.78,1.679283796,6.876346588,60.77,1.790758749,7.827344296,7.00,0.903089987,2.738612788,423.50,2.627877695,20.59126028,1.62,0.418301291,1.456021978,NA,NA,NA,NA,NA,NA
35,6,35.06,N,Negative,1,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,40.37,1.616723534,6.393248093,NA,NA,NA,NA,NA,NA,1.00,0.301029996,1.224744871,183.17,2.265211028,13.55236757,0.86,0.269512944,1.166190379,149.1,2.176284236,12.22974516,1.64,0.421603927,1.462873884
35,7,35.07,TF,F 17,2,6,0.84509804,2.549509757,100,2.004321374,10.02496883,107,2.033423755,10.36822068,106.08,2.029696457,10.32361684,87.24,1.945647425,9.366767198,81.02,1.913914162,9.028784074,2.67,0.56427143,1.779513042,238.33,2.37900319,15.45423351,1.33,0.367355921,1.352774926,NA,NA,NA,NA,NA,NA
35,8,35.08,TF,F 54,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,106.31,2.030651301,10.33502513,114.21,2.061482079,10.71017516,78.26,1.899036963,8.874507221,3.67,0.669006781,2.041241452,133.17,2.12764463,11.56143013,1.5,0.397940009,1.414213562,1.1,0.315270435,1.251665557,NA,NA,NA
35,9,35.09,N,Negative,2,14,1.176091259,3.807886553,58,1.770852012,7.64852927,65,1.819543936,8.093207028,68.18,1.839971901,8.287256543,NA,NA,NA,NA,NA,NA,1.00,0.301029996,1.224744871,206.00,2.315970345,14.37010786,0.77,0.247973266,1.126942767,213.4,2.331157255,14.62418089,1.61,0.416640507,1.452583905
35,10,35.10,TF,F 39,2,9,1,3.082207001,92,1.968482949,9.617692031,92,1.968482949,9.617692031,108.76,2.040424917,10.45251894,106.80,2.032607325,10.35843432,73.17,1.870242259,8.583262056,4.67,0.753327667,2.273030283,250.50,2.400537989,15.84297952,1.13,0.328379603,1.276714533,NA,NA,NA,NA,NA,NA
35,11,35.11,TF,F 42,2,3,0.602059991,1.870828693,73,1.86923172,8.5732141,85,1.934498451,9.246621004,107.99,2.037374983,10.41571272,106.31,2.03065063,10.3350171,94.16,1.978439763,9.729171881,4.33,0.726998728,2.198484326,257.83,2.413020205,16.07275127,1.07,0.315970345,1.252996409,3.8,0.678214783,2.065591118,2.8,0.579783597,1.816590212
35,12,35.12,TF,F 11,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,90.45,1.961204996,9.537005947,96.28,1.988024625,9.837694757,91.15,1.964517209,9.573643011,2.67,0.56427143,1.779513042,121.17,2.086952724,11.03026141,1.08,0.318063335,1.256980509,NA,NA,NA,NA,NA,NA
36,1,36.01,TD,D 15,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,47.44,1.685184385,6.923712676,43.47,1.648022522,6.630643454,38.56,1.597228585,6.249598155,2.33,0.522878745,1.683250823,163.83,2.217045041,12.81925635,1.79,0.445604203,1.513274595,NA,NA,NA,NA,NA,NA
36,2,36.02,TD,D 08,1,13,1.146128036,3.674234614,73,1.86923172,8.5732141,80,1.908485019,8.972179222,41.77,1.631167626,6.501753192,45.14,1.664074886,6.755717037,42.75,1.640945995,6.576227657,0.00,0,0.707106781,145.00,2.164352856,12.06233808,1.44,0.387389826,1.392838828,35.0,1.556302501,5.958187644,2.12,0.494154594,1.618641406
36,3,36.03,TD,D 111,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,79.75,1.907164306,8.958462417,72.23,1.864691188,8.528209847,67.65,1.836611647,8.255024692,1.33,0.367976785,1.354006401,237.17,2.376880978,15.41644144,1.35,0.371067862,1.360147051,18.6,1.291516847,4.366539438,2.22,0.507855872,1.64924225
36,4,36.04,TD,D 44,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,42.35,1.636962477,6.545788146,38.39,1.595334031,6.235806961,26.30,1.436119179,5.176607739,3.67,0.669006781,2.041241452,242.67,2.386796122,15.59380219,1.6,0.414973348,1.449137675,45.7,1.669626759,6.799509786,2.19,0.503790683,1.640121947
36,5,36.05,D,LH82,1,12,1.113943352,3.535533906,58,1.770852012,7.64852927,58,1.770852012,7.64852927,56.34,1.758482583,7.539448711,NA,NA,NA,NA,NA,NA,0.00,0,0.707106781,110.33,2.046625212,10.52774113,1.29,0.359835482,1.337908816,37.7,1.587710965,6.180614856,1.81,0.44870632,1.519868415
36,6,36.06,TD,D 39,1,15,1.204119983,3.937003937,73,1.86923172,8.5732141,73,1.86923172,8.5732141,64.81,1.818274734,8.081299415,36.30,1.571765329,6.066700312,50.46,1.711496894,7.138852333,1.00,0.301029996,1.224744871,125.00,2.100370545,11.20267825,1.52,0.401400541,1.42126704,11.7,1.102662342,3.488074923,1.93,0.46686762,1.558845727
36,7,36.07,TF,F 04,2,12,1.113943352,3.535533906,73,1.86923172,8.5732141,80,1.908485019,8.972179222,51.47,1.719937585,7.20924436,52.50,1.728382699,7.280354552,53.38,1.73542772,7.340201778,2.67,0.56427143,1.779513042,140.00,2.149219113,11.85326959,1.5,0.397940009,1.414213562,0.3,0.113943352,0.894427191,2.13,0.495544338,1.621727474
36,8,36.08,TF,F 53,2,8,0.954242509,2.915475947,92,1.968482949,9.617692031,100,2.004321374,10.02496883,93.73,1.976468521,9.707000168,103.25,2.018067994,10.1856793,68.85,1.844177941,8.327776086,5.00,0.77815125,2.34520788,311.00,2.494154594,17.64936259,1.26,0.354108439,1.326649916,1.5,0.403692338,1.425949976,2.23,0.509202522,1.652271164
36,9,36.09,TF,F 51,2,14,1.176091259,3.807886553,92,1.968482949,9.617692031,92,1.968482949,9.617692031,48.75,1.696830985,7.018143755,33.26,1.534734744,5.809978455,43.27,1.646103931,6.615846893,4.00,0.698970004,2.121320344,189.50,2.27989498,13.78404875,1.79,0.445604203,1.513274595,NA,NA,NA,NA,NA,NA
36,10,36.10,TF,F 15,2,14,1.176091259,3.807886553,73,1.86923172,8.5732141,80,1.908485019,8.972179222,42.83,1.641767685,6.582523674,64.30,1.814924602,8.049951378,39.03,1.602381262,6.287257036,2.67,0.56427143,1.779513042,175.50,2.24674471,13.26649916,1.37,0.374748346,1.367479433,NA,NA,NA,NA,NA,NA
36,11,36.11,T,Positive,2,13,1.146128036,3.674234614,122,2.089905111,11.06797181,122,2.089905111,11.06797181,59.89,1.784521889,7.770883046,56.10,1.756660627,7.523511397,67.66,1.836699226,8.255863194,15.50,1.217483944,4,399.00,2.602059991,19.98749609,1.12,0.326335861,1.272792206,21.1,1.343736735,4.643992535,2.01,0.478566496,1.584297952
36,12,36.12,F,Mo17,2,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,70.90,1.856734796,8.449909922,NA,NA,NA,NA,NA,NA,0.00,0,0.707106781,83.33,1.925999266,9.156054463,1.14,0.330413773,1.280624847,NA,NA,NA,NA,NA,NA
37,1,37.01,TD,D 17,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,64.05,1.813264999,8.034466438,81.14,1.914578246,9.035732059,65.70,1.824131091,8.136387864,2.33,0.522878745,1.683250823,262.33,2.420505837,16.21213537,1.61,0.416640507,1.452583905,20.1,1.324282455,4.538722287,1.95,0.469822016,1.565247584
37,2,37.02,N,Negative,1,15,1.204119983,3.937003937,58,1.770852012,7.64852927,58,1.770852012,7.64852927,47.79,1.68829967,6.948848885,NA,NA,NA,NA,NA,NA,0.33,0.124938737,0.912870929,153.50,2.188928484,12.40967365,0.87,0.271841607,1.170469991,131.4,2.12199731,11.48622363,1.63,0.419955748,1.459451952
37,3,37.03,TD,D 14,1,8,0.954242509,2.915475947,80,1.908485019,8.972179222,80,1.908485019,8.972179222,81.33,1.915572126,9.046140393,93.56,1.975698706,9.698355187,74.47,1.877777583,8.658554252,2.67,0.56427143,1.779513042,233.33,2.36983407,15.2916099,1.41,0.382017043,1.382027496,8.5,0.979244778,3.005550421,2.13,0.495544338,1.621727474
37,4,37.04,TD,D 116,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,92,1.968482949,9.617692031,76.84,1.891203077,8.794318889,94.24,1.978824801,9.733508485,84.04,1.929647159,9.194818185,6.33,0.865301426,2.614064524,222.50,2.349277527,14.93318452,NA,NA,NA,28.9,1.476155082,5.42524961,2.08,0.488550717,1.60623784
37,5,37.05,TD,D 71,1,14,1.176091259,3.807886553,85,1.934498451,9.246621004,85,1.934498451,9.246621004,80.52,1.911283374,9.001311274,94.57,1.980342964,9.750625857,67.13,1.833354794,8.223902576,1.67,0.425968732,1.471960144,218.83,2.342093545,14.80990659,1.25,0.352182518,1.322875656,0.3,0.124938737,0.912870929,2.315,0.520483533,1.677796174
37,6,37.06,TD,D 106,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,93.73,1.976505007,9.70741009,74.71,1.879151301,8.672350364,99.70,2.003048177,10.01021167,2.33,0.522878745,1.683250823,174.67,2.24468936,13.23505446,1.56,0.408239965,1.435270009,NA,NA,NA,NA,NA,NA
37,7,37.07,TF,F 58,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,125.93,2.103550113,11.24392545,110.77,2.048338893,10.54862602,98.93,1.999713681,9.971664576,4.00,0.698970004,2.121320344,202.50,2.308564414,14.24780685,1.39,0.378397901,1.374772708,2.1,0.491361694,1.61245155,2.55,0.550228353,1.74642492
37,8,37.08,TF,F 41,2,8,0.954242509,2.915475947,100,2.004321374,10.02496883,100,2.004321374,10.02496883,74.55,1.87822024,8.662997449,81.32,1.915499893,9.045383547,80.26,1.909867511,8.986559885,1.67,0.425968732,1.471960144,204.83,2.313515707,14.32945684,1.06,0.31386722,1.2489996,0.3,0.113943352,0.894427191,2.94,0.595496222,1.854723699
37,9,37.09,N,Negative,2,13,1.146128036,3.674234614,58,1.770852012,7.64852927,65,1.819543936,8.093207028,76.78,1.890858932,8.790812645,NA,NA,NA,NA,NA,NA,0.33,0.124938737,0.912870929,211.83,2.328039647,14.571662,0.72,0.235528447,1.104536102,213.5,2.331359802,14.62759948,1.65,0.423245874,1.46628783
37,10,37.10,TF,F 05,2,14,1.176091259,3.807886553,85,1.934498451,9.246621004,92,1.968482949,9.617692031,84.33,1.931078581,9.210073217,91.45,1.96592053,9.589207378,79.41,1.905298498,8.939119587,2.67,0.56427143,1.779513042,192.33,2.286306739,13.88644423,1.5,0.397940009,1.414213562,0.6,0.194976603,1.032795559,2.32,0.521138084,1.679285562
37,11,37.11,TF,F 12,2,7,0.903089987,2.738612788,85,1.934498451,9.246621004,92,1.968482949,9.617692031,105.00,2.02530139,10.27126612,106.72,2.032291016,10.35464525,91.68,1.966979123,9.600964902,2.00,0.477121255,1.58113883,209.50,2.3232521,14.49137675,1.4,0.380211242,1.378404875,4.1,0.707570176,2.144761059,2.13,0.495544338,1.621727474
37,12,37.12,TF,F 55,2,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,67.79,1.837509001,8.26362008,81.38,1.915832733,9.048871544,71.69,1.861499072,8.496710218,3.00,0.602059991,1.870828693,176.67,2.249605954,13.31039694,1.12,0.326335861,1.272792206,0.7,0.230448921,1.095445115,2.43,0.53529412,1.711724277
38,1,38.01,TD,D 43,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,95.77,1.985740304,9.811722718,106.21,2.030233758,10.33003486,90.71,1.962402335,9.550233924,1.33,0.367976785,1.354006401,150.17,2.179456037,12.27463509,NA,NA,NA,31.3,1.50965048,5.642103627,2.12,0.494154594,1.618641406
38,2,38.02,TD,D 57,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,86.19,1.940456526,9.310637037,103.54,2.019268629,10.19983638,96.21,1.987719222,9.834218481,3.00,0.602059991,1.870828693,230.17,2.363925211,15.18771433,1.3,0.361727836,1.341640786,0.7,0.238882089,1.110555417,2.36,0.526339277,1.691153453
38,3,38.03,TD,D 108,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,68.53,1.84219835,8.308681125,61.64,1.796834469,7.882734787,79.37,1.905111679,8.937185108,2.33,0.522878745,1.683250823,230.50,2.364550995,15.19868415,1.14,0.330413773,1.280624847,43.6,1.649010153,6.638272868,1.895,0.461648568,1.547578754
38,4,38.04,TD,D 29,1,9,1,3.082207001,92,1.968482949,9.617692031,92,1.968482949,9.617692031,84.79,1.933448448,9.235384506,77.43,1.894469273,8.827664632,67.40,1.835072144,8.24029894,2.67,0.56427143,1.779513042,239.67,2.381415943,15.49731159,1.34,0.369215857,1.356465997,29.2,1.480006943,5.449770637,2.095,0.490660653,1.610900369
38,5,38.05,TD,D 12,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,71.41,1.859815609,8.480144141,72.58,1.866772241,8.548807558,80.23,1.909713019,8.984951735,2.67,0.56427143,1.779513042,261.67,2.419404963,16.19156159,1.45,0.389166084,1.396424004,27.5,1.45535251,5.294651389,2.08,0.488550717,1.60623784
38,6,38.06,TD,D 49,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,59.49,1.781701265,7.74548014,47.24,1.683428417,6.909583621,58.67,1.775783296,7.692447283,2.67,0.56427143,1.779513042,215.67,2.335792102,14.70260748,1.26,0.354108439,1.326649916,NA,NA,NA,NA,NA,NA
38,7,38.07,TF,F 21,2,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,82.83,1.923393444,9.128463045,83.58,1.927267586,9.169513707,91.33,1.965355194,9.582934173,2.00,0.477121255,1.58113883,160.67,2.208620484,12.69514343,1.29,0.359835482,1.337908816,NA,NA,NA,NA,NA,NA
38,8,38.08,TF,F 19,2,8,0.954242509,2.915475947,100,2.004321374,10.02496883,100,2.004321374,10.02496883,120.25,2.083681486,10.98862716,119.31,2.080294392,10.94568262,104.19,2.021964329,10.23169328,3.67,0.669006781,2.041241452,246.67,2.393867559,15.72153512,0.97,0.294466226,1.212435565,2.8,0.583576586,1.825741858,2.42,0.534026106,1.708800749
38,9,38.09,T,Positive,2,12,1.113943352,3.535533906,114,2.06069784,10.70046728,122,2.089905111,11.06797181,102.64,2.015542683,10.15596604,114.97,2.06435706,10.74583849,80.86,1.913073988,9.020001313,11.33,1.091080469,3.43996124,501.83,2.70142406,22.41279397,1.06,0.31386722,1.2489996,NA,NA,NA,NA,NA,NA
38,10,38.10,TC,C 25,2,5,0.77815125,2.34520788,128,2.11058971,11.33578405,135,2.133538908,11.64044673,76.38,1.888647441,8.768314247,89.15,1.954965072,9.468361162,82.37,1.921021602,9.103420526,3.00,0.602059991,1.870828693,166.67,2.22444673,12.9292949,1.43,0.385606274,1.389244399,NA,NA,NA,NA,NA,NA
38,11,38.11,TC,C 33,2,10,1.041392685,3.240370349,135,2.133538908,11.64044673,135,2.133538908,11.64044673,118.72,2.07815377,10.91862782,107.82,2.036695671,10.40753237,90.78,1.962740551,9.55397376,2.50,0.544068044,1.732050808,101.00,2.008600172,10.07472084,1.25,0.352182518,1.322875656,0.9,0.267171728,1.161895004,1.96,0.471291711,1.568438714
38,12,38.12,TC,C 19,2,3,0.602059991,1.870828693,114,2.06069784,10.70046728,114,2.06069784,10.70046728,106.68,2.032135604,10.35278407,87.68,1.947808079,9.390229244,66.90,1.831885005,8.209895329,7.50,0.929418926,2.828427125,232.00,2.367355921,15.24795068,1.51,0.399673721,1.417744688,NA,NA,NA,NA,NA,NA
39,1,39.01,T,Positive,1,15,1.204119983,3.937003937,128,2.11058971,11.33578405,135,2.133538908,11.64044673,67.63,1.836536159,8.254302028,71.90,1.862713313,8.508678742,60.39,1.788132795,7.803522958,6.67,0.884606581,2.677063067,410.50,2.61436984,20.27313493,1.25,0.352182518,1.322875656,8.8,0.991226076,3.049590136,1.85,0.45484486,1.532970972
39,2,39.02,TD,D 04,1,9,1,3.082207001,85,1.934498451,9.246621004,85,1.934498451,9.246621004,103.85,2.020551191,10.214981,112.60,2.055366,10.63469673,77.06,1.892452749,8.807062522,4.00,0.698970004,2.121320344,303.00,2.482873584,17.42125139,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA
39,3,39.03,TD,D 10,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,105.37,2.026829997,10.28944384,81.50,1.916446072,9.055302526,83.13,1.924959054,9.145030438,2.33,0.522878745,1.683250823,161.83,2.211743313,12.7410099,1.15,0.33243846,1.284523258,13.5,1.160368475,3.737200378,2.18,0.50242712,1.637070554
39,4,39.04,TD,D 21,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,80,1.908485019,8.972179222,88.12,1.949958539,9.413638285,105.05,2.025491387,10.27352377,87.16,1.945291414,9.362906926,3.67,0.669006781,2.041241452,205.50,2.314920056,14.35270009,1.43,0.385606274,1.389244399,5.9,0.836745966,2.523225449,2.47,0.540329475,1.723368794
39,5,39.05,TD,D 95,1,7,0.903089987,2.738612788,92,1.968482949,9.617692031,92,1.968482949,9.617692031,96.59,1.98942259,9.853622746,85.03,1.934655001,9.248297466,67.97,1.838672944,8.274782163,4.67,0.753327667,2.273030283,245.50,2.391816924,15.68438714,1.47,0.392696953,1.403566885,NA,NA,NA,NA,NA,NA
39,6,39.06,TD,D 109,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,78.90,1.902527428,8.910467996,79.11,1.903702917,8.922610917,63.45,1.809247115,7.997098871,2.33,0.522878745,1.683250823,240.33,2.382617311,15.5188058,1.03,0.307496038,1.236931688,29.8,1.489020478,5.507570547,2.15,0.498310554,1.62788206
39,7,39.07,T,Positive,2,13,1.146128036,3.674234614,122,2.089905111,11.06797181,128,2.11058971,11.33578405,72.87,1.868460791,8.565556432,73.72,1.873436545,8.615099843,63.30,1.808208477,7.987467083,10.67,1.06694679,3.341656276,418.33,2.622559386,20.46541799,1.19,0.340444115,1.3,0.6,0.194976603,1.032795559,2.31,0.519827994,1.676305461
