<Trait>	15NT1	15NT2	15NT3	AR	DPS	DT	GDM	GTNP	GTN	PDM	PTNP	PTN	SC
46_05:486704	101.7431384	93.37603468	80.12746067	3.527606658	104.6368941	95.76974496	0.628421329	2.340646021	0.032531639	165.8433109	1.288454194	2.141235555	10.31527033
46_06:486705	100.8704768	89.16709341	78.391022	3.936047143	99.29165364	97.49307548	5.111129189	2.285768471	0.120782474	237.4966615	1.394251667	3.400207693	6.446079328
47_02:486706	97.99457462	97.42111783	80.56512092	4.700672166	101.8609211	99.79961504	21.14545709	2.238946456	0.463834702	193.05306	1.243373778	2.346794304	7.864461836
47_03:486707	NA	94.24376444	81.27627245	3.303356166	101.6299925	99.77618241	31.33863524	2.119451238	0.613424007	223.7922391	1.256236116	2.777155514	11.64044151
47_04:486708	101.518198	85.64533592	77.80386518	3.236979947	104.2909574	97.30325071	17.28956393	2.133364358	0.334912742	187.1324648	1.235379483	2.298845977	3.800947249
47_05:486709	100.8047132	87.01078448	78.37748284	4.009001407	104.3320947	99.69072796	10.90438108	2.058145236	0.212190767	179.9878522	1.254636507	2.249457409	7.061639829
48_01:486710	108.329306	101.1541944	80.51016389	4.543557095	102.0436339	98.15959037	4.237660466	2.26131215	0.093462104	212.5101229	1.306284374	2.872889442	10.12348612
48_02:486711	100.389127	89.83431384	80.01603606	3.343577338	95.61795273	91.16869518	44.82225588	2.029810172	0.791841743	206.3565191	1.212704723	2.500077441	10.58090568
48_03:486712	101.3566416	88.94652975	78.9230558	3.269668908	104.6011511	97.37391895	4.530579714	2.402482252	0.122748554	183.1618388	1.301246982	2.386223862	10.97316016
48_04:486713	105.0266777	96.75447695	78.39293024	3.13290549	97.37524523	91.19421172	39.05546003	2.216061427	0.811302955	218.1756937	1.235464758	2.680652716	9.119544541
48_05:486714	96.90206221	90.50464342	79.60147949	4.219675692	102.0288305	95.63994441	12.87966415	2.163661137	0.262382743	278.7754296	1.176364347	3.086534796	9.693990667
48_06:486715	98.91264581	89.91331856	80.55541741	3.862133888	102.0295359	99.97959793	4.161424668	NA	NA	212.8602132	1.355387655	3.019612476	9.693990667
49_01:486716	NA	90.26363781	79.8703213	3.07480257	95.27990172	93.78051172	38.00280185	2.067055941	0.697703592	202.2266773	1.22589468	2.456942214	10.09727451
49_02:486717	105.852021	94.05648127	80.48630791	4.431653183	108.3146644	104.90083	13.63660719	2.339703003	0.292854362	232.3503398	1.262697853	2.916718437	7.710134857
49_03:486718	105.9994346	94.89369989	84.16117243	3.788106503	110.7890654	107.8349747	NA	NA	NA	218.0457335	1.263265853	2.712090394	4.713281471
49_04:486719	100.443552	91.89014571	78.29409305	3.329116738	95.01626853	90.56273741	16.28036796	2.075524337	0.322816201	200.4621353	1.278220234	2.540563814	12.41013221
49_05a:486720	NA	88.78175406	78.2811651	3.253861376	101.1372913	96.32039001	NA	NA	NA	200.926658	1.297948568	2.574401188	10.90742493
49_06:486721	99.16057031	88.60469113	78.23752013	3.435302018	92.96359356	93.11243944	16.10454868	2.123019287	0.324257665	196.1308143	1.245338224	2.359128504	9.404140639
5_01:486503	NA	92.2831151	79.52370583	2.830387349	100.5416291	95.35492422	6.766524822	2.24577948	0.156077051	182.9228739	1.331807497	2.480392852	12.60742514
5_02:486504	102.1051337	94.41428926	79.26395214	4.639972784	96.14297721	93.59436699	12.6074324	2.283652184	0.279063191	231.7900644	1.335103162	3.206612565	9.294744028
5_03:486505	101.3130028	88.69529448	78.74912858	3.828299863	98.6607216	95.30963543	8.032730934	2.312147394	0.178528752	195.7697809	1.324347371	2.654888082	9.799246337
5_04a:486506	98.56027726	88.19594309	78.52613694	4.927668105	103.1877707	97.18120314	9.740257098	2.206568974	0.211653111	226.5794483	1.301340388	3.07559278	3.516644964
5_05:486508	NA	82.26808295	77.56029696	2.787435702	94.17393481	90.85373384	23.36925434	2.128613203	0.450525514	220.8846721	1.190937554	2.577989546	9.965757198
5_06:486509	NA	87.3803751	78.99552217	4.962180095	93.93160749	90.73528637	7.801184274	2.268491583	0.174422353	200.6750086	1.348468771	2.820276388	11.09708748
50_01:486722	101.6298636	94.13797809	82.50784124	4.236275303	102.3515707	99.46426548	13.02280293	2.186376949	0.264942952	195.0843475	1.31319422	2.62961412	10.724875
50_02:486723	95.99082198	90.0013176	78.00049305	3.890307023	93.36271579	88.29629133	14.52908081	2.170498032	0.293180048	198.8880112	1.278177356	2.566151559	11.5008951
50_03:486724	95.21234532	85.80990165	77.09763631	4.829794699	99.72377038	95.0271588	17.50227691	2.116233672	0.344491597	211.3377641	1.260424383	2.556700764	11.14633561
50_04:486725	97.65671643	86.22966159	78.47757473	3.671544509	96.76471092	93.14541345	14.41472712	2.205610265	0.293671681	229.449213	1.273453586	2.899195017	8.669008425
50_06:486726	98.27252504	87.54244186	78.82631734	3.973468936	97.09393017	93.31809427	13.12431979	1.950030337	0.247257726	226.5121054	1.236158487	2.700246116	9.912066877
51_01:486727	92.72093769	85.60688105	78.27693462	4.49020252	105.3208506	102.0869721	NA	NA	NA	190.230543	1.236759291	2.394724218	10.95235285
51_03:486728	95.94929491	88.73197585	79.04258644	4.270765764	97.0528697	94.96825134	16.37367689	2.234293311	0.336073666	209.5481257	1.327230913	2.871394225	8.112688517
51_04a:486729	101.9327388	90.51129649	78.35781645	4.346688929	101.3929429	100.4241207	12.25694383	2.170452888	0.244116871	244.4080195	1.272098467	3.112455402	9.30725928
51_05:486730	106.6530468	94.25383717	79.23720673	5.680810203	101.9820288	99.28270846	NA	NA	NA	243.5197099	1.350281363	3.416641138	7.652904877
51_06:486731	100.6687168	89.452415	78.80977575	3.343133947	102.0155901	96.64063858	21.2569993	2.122692452	0.429446084	188.9017704	1.19722598	2.123934712	6.750691023
52_03:486733	95.94891608	89.90542724	78.33451845	3.616139436	93.31413238	93.13044182	19.576134	2.11961353	0.382460758	201.9697377	1.281611095	2.628084993	10.84138215
52_06:486735	102.03498	91.98229294	78.89122797	4.512348673	99.49469576	94.85839796	12.53098097	2.356862369	0.26307519	243.39816	1.268430737	3.024162058	4.560346302
53_01:486736	95.43854037	82.3796546	75.44037238	4.366340075	102.0530193	99.25570522	11.73095586	2.142815525	0.239972856	218.7227754	1.245059726	2.818919086	13.00858912
53_02:486737	97.35515348	88.08083942	79.6580274	3.179749499	93.30656626	88.22645714	11.24180274	2.184990352	0.229111393	167.5080417	1.295723115	2.210973034	10.04067355
53_03:486738	100.8586701	94.43295259	78.32114232	4.562340922	107.6456825	102.1745053	NA	NA	NA	277.0489774	1.317324765	3.831533734	5.060130308
53_04:486739	94.82449131	87.23724204	79.95202338	2.892627221	90.72586407	88.29374515	14.89180096	2.133043233	0.304447773	201.0112644	1.291417698	2.636793171	11.30980251
53_06:486740	103.9776533	91.97704656	78.16212551	4.757659186	105.3452526	96.85031376	10.84178862	2.364088626	0.223934465	233.3701373	1.266289607	2.938546298	5.519913948
54_01:486742	99.87138721	92.71830408	79.47485896	3.606946761	99.79742725	95.30333455	13.76432837	2.27592859	0.285906273	219.6754834	1.279146306	2.878120396	9.140680209
54_02:486743	99.96843421	84.40404104	78.29828813	3.131416161	97.17443978	93.54177789	20.74664453	2.150106247	0.421904179	203.4192318	1.263745507	2.565065574	9.140680209
54_04:486744	98.10496581	87.40859981	78.53605765	3.830483992	97.06799161	93.32485431	14.75372429	2.319920499	0.303309355	229.4123164	1.29415689	3.039313458	12.06297543
54_05:486745	107.1006956	90.05793223	79.99091504	4.008034202	99.49735666	95.03112366	12.39735896	2.246986315	0.254194942	203.5079908	1.343230928	2.769794803	1.988794157
55_01:486747	99.09707041	89.03105088	78.36561864	3.58835055	99.22222671	96.45528451	11.88490169	2.139786996	0.239058454	228.4091349	1.200167662	2.668816025	9.707994395
55_02:486748	101.4384867	87.27771568	78.65471252	3.915089105	102.0861616	96.67026109	11.80866589	2.277043906	0.238182065	233.7361387	1.313167646	3.167206161	6.415632415
55_04:486749	97.89351992	85.00939444	77.02255721	4.685790092	99.13578941	94.76775281	20.76127504	2.213660268	0.436972218	234.7340631	1.211981647	2.699168066	9.808640596
55_05:486750	98.61897995	88.68853396	78.75719278	3.679334544	95.01299322	90.50159648	18.69096396	2.092061853	0.366170964	196.4197092	1.25790693	2.446626285	6.433925256
55_06:486751	106.1743751	93.32661548	80.78941534	3.911513687	99.46046144	96.68161804	NA	NA	NA	180.0088585	1.348181938	2.426586272	10.20877784
56_01:486752	101.0886354	92.62569663	78.09079851	3.867140168	102.4302738	97.34126813	11.61792329	2.160835488	0.232578352	247.2431654	1.31014784	3.385685562	8.908726508
56_03:486753	103.8417056	96.86674984	81.26334969	4.982597531	108.2068211	104.7270407	12.23655195	2.185865986	0.248319328	254.7433416	1.232931673	3.139105253	8.427726225
56_04:486754	97.74774825	86.75151179	78.95683372	3.14848114	96.80429281	92.97076448	13.10452133	2.148067403	0.262005096	183.1225439	1.358330117	2.566296522	10.59456892
56_05:486755	99.05147658	87.6330512	77.87561424	4.715591506	99.60979239	94.80663061	16.23462331	2.169718666	0.332735071	243.9651772	1.277686119	3.160576345	6.435730238
56_06:486756	103.139699	92.07325849	79.42287779	3.658845583	93.18537979	90.46111406	15.85512689	2.142757506	0.321064438	207.2797067	1.214601601	2.411114297	7.230245524
57_01:486757	101.2105821	93.09146217	80.90565004	4.071382978	94.68552413	93.0823486	10.88266654	2.141826854	0.221451212	186.9830955	1.249906144	2.351286595	12.27727854
57_03a:486758	96.82060231	86.35746988	78.41662423	3.321928051	101.1255137	96.43764236	NA	NA	NA	202.1649122	1.297273866	2.570943939	7.101575815
57_04:486759	98.73555591	92.00155778	78.95258088	4.428924783	92.80826515	90.49520239	10.32308926	2.301427913	0.222911861	176.4451661	1.378813428	2.466585521	10.59143613
57_05:486760	104.4469205	91.53146753	79.9881259	4.576548819	92.91730877	90.58635387	17.86783524	2.27315565	0.37880645	221.2458436	1.229135923	2.604582256	9.732810988
57_06:486761	100.3090734	89.88516315	79.90534933	4.733268665	107.3876978	99.27990322	NA	NA	NA	220.52985	1.316350646	2.885287069	9.789868473
58_01:486762	97.06257128	87.89400322	79.13963233	3.8581567	99.97664488	97.01331794	11.91725411	2.299267424	0.241138765	188.5293272	1.281964345	2.522940387	9.265060093
58_03:486763	105.1503264	92.11178613	80.15547153	3.244238734	102.2190116	99.34974401	12.57291525	2.148115244	0.254973697	208.9962667	1.333400436	2.830661626	7.167660828
58_04:486764	99.2420758	91.75565988	78.90050464	3.316583038	102.3439681	97.58959594	13.98407299	2.121476538	0.280894274	207.2572671	1.286559044	2.712850437	12.14072615
58_05:486765	102.0033322	90.91142521	80.54847785	3.847700579	97.13635737	93.23818046	12.67728336	2.109772969	0.254086986	210.8676197	1.268838226	2.62687187	5.487439465
58_06a:486766	95.63396926	85.67657375	78.26131535	4.178413608	95.25561485	93.2650065	12.64080977	2.208549327	0.25763518	205.1532164	1.303031739	2.719561734	8.046316161
59_01:486767	98.32851995	88.41020683	79.51362243	3.664281748	95.10656462	93.12010273	16.21144481	2.28376101	0.34423954	215.4932184	1.313264265	3.037518204	8.013507306
59_03:486768	98.24601997	89.08152214	79.05848784	3.595512862	102.1135266	96.7895524	11.10214333	2.22208211	0.22452128	191.7166504	1.376868237	2.702904668	13.15549646
59_04:486769	96.79273453	87.08703238	78.6547394	3.116406844	105.1135792	104.756383	11.07454524	2.352743773	0.224368928	199.8419411	1.188171678	2.259106606	7.676508618
59_05:486770	95.99297164	87.65000926	78.5576942	4.307021053	96.86111563	93.1477937	11.21253568	2.490664419	0.227964963	195.4504284	1.278296992	2.456204743	9.783811633
59_06:486771	96.24380135	87.71268972	78.41707864	4.788918684	102.2815352	99.3449784	12.94519095	2.186159496	0.262870494	254.3972711	1.267021615	3.108517351	7.682129667
6_01:486510	95.99273438	92.4626053	80.43472366	3.405204428	103.1314014	99.68203093	8.157017586	2.172069136	0.167166684	205.3198814	1.300580345	2.777168006	12.78564236
6_04:486513	113.2086407	95.37423496	82.18782395	4.188093478	97.98525582	95.43086388	15.00068909	2.19473726	0.317654877	213.7853551	1.272010276	2.720710474	5.494981874
6_05a:486514	103.3316203	93.01816015	81.61436861	5.382283106	108.864326	102.3114228	7.383823065	2.192026236	0.163531833	239.4653564	1.270586552	3.144727816	5.494981874
60_01:486772	95.11351849	84.09803226	77.64327832	4.388504075	102.358559	99.53219483	11.96659134	2.291887869	0.241216768	205.2690745	1.348199442	2.959324038	12.58049775
60_02:486773	103.6267443	94.40348184	81.63026184	3.908949841	93.09806067	90.5933179	13.52942519	2.141862873	0.270885767	178.7577191	1.300417632	2.32157911	10.91234669
60_04:486774	99.80500301	87.85787343	79.82244283	5.413553693	94.93577029	88.02620768	13.56410134	2.428099623	0.291423115	270.5603458	1.246451385	3.278155732	3.806809082
60_05:486775	101.6049087	92.56464366	79.37757441	3.756582379	97.08758188	93.37311203	11.85223764	2.192935212	0.238138716	174.4908695	1.311449928	2.287036384	9.305827116
60_06:486776	98.07357147	89.51045256	79.9714103	2.776763013	93.29342905	93.21338444	18.54588045	2.173954434	0.382168756	178.7240527	1.345257868	2.448739725	10.45001288
61_01:486777	95.20307251	87.46919416	78.4462318	4.583505817	96.54394855	92.94740753	12.10761136	2.240614425	0.243655085	192.6640727	1.246602529	2.414955695	10.66202755
61_02a:486778	102.1338687	90.00299057	78.69721818	6.889860866	110.194734	104.8770126	11.95513977	2.31083889	0.24037753	263.4804484	1.264763333	3.385960441	4.238150188
7_01a:486515	NA	NA	NA	4.144327765	98.02411149	96.53767637	7.703288688	2.323248958	0.170018485	192.4767477	1.314604369	2.701167177	7.42791155
7_02a:486516	NA	NA	NA	6.559631117	102.2286659	96.56020342	NA	NA	NA	187.0044145	1.399612986	2.758363431	8.156402306
7_03:486517	98.71239542	91.97179174	79.15714589	3.885037682	100.7672609	99.68493465	NA	NA	NA	220.3478238	1.303150739	2.957348125	11.8292002
7_04:486518	NA	88.18314464	77.64309434	3.146355742	94.09743565	90.82631518	24.44242464	2.104346777	0.460538932	204.0173032	1.241638721	2.626582907	10.69573557
7_06:486520	NA	92.27286826	79.61249188	3.322551206	94.34812868	90.96699353	19.1633224	2.192557511	0.399022302	185.61499	1.298720755	2.4954315	8.215963078
8_01:486521	101.8453545	89.67085553	78.55737244	5.03149673	100.4466798	96.9437386	9.968237021	2.368508615	0.227874077	197.2447498	1.380083794	2.977977668	5.227139066
8_02:486522	92.90412619	84.80268403	77.49323733	4.701301836	98.11883323	95.37968325	16.38392211	2.118567791	0.317194463	206.0392989	1.301424462	2.777808448	9.38658643
8_03:486523	97.62918852	87.25751002	78.13165588	3.05171327	94.06845594	88.41823566	46.56789354	2.12072828	0.837416419	207.2292947	1.264733577	2.660944567	7.73713056
8_04:486524	102.1542865	93.10794284	81.6379974	3.125798911	97.82154682	93.32767946	16.73274867	2.121880443	0.324458747	197.6671742	1.290005802	2.642035369	10.7061269
8_05:486525	100.2207537	91.6531092	79.55753476	3.188704827	106.280046	102.3151827	NA	NA	NA	205.657433	1.302351265	2.822820685	11.47795801
8_06:486526	96.29413339	86.1915048	77.23589049	4.381887009	97.9907255	95.31116434	18.42821412	2.111577528	0.359249558	204.0015434	1.236377162	2.500268166	12.24284475
9_01:486527	103.1828467	90.19835567	81.14107964	3.509134238	100.4624236	95.25812785	19.31616674	2.068479886	0.323986632	228.0282948	1.293346751	3.012520719	11.45653971
9_03a:486528	NA	NA	78.13188742	4.366180494	100.4422434	95.1579808	NA	NA	NA	230.5289114	1.352569293	3.252226648	2.836388861
9_04:486529	100.98302	88.32134687	78.84949293	4.478909865	102.9827614	96.87945212	5.141957322	2.378609128	0.123054069	221.8029055	1.295338704	3.024610244	5.628986355
9_05:486530	102.2319793	92.32810842	79.95974532	4.345782061	97.83898011	93.52809503	6.345065568	2.158007322	0.14310264	203.1279358	1.292145899	2.629910933	9.770697301
9_06:486531	99.46274127	89.58764255	78.7820734	4.927449532	97.63238935	93.42667928	NA	2.294693434	NA	271.4201719	1.265577682	3.332537888	8.137172867
B01:486779	96.75945648	92.17779085	80.61863593	3.830365075	94.21730916	88.39265692	7.180269889	2.123710148	0.154526419	220.2639668	1.289095568	2.89041792	12.91747115
B07:486780	98.2102772	89.84258068	79.11971427	3.653861604	106.2277827	105.1872744	7.055841057	2.183238374	0.153112447	177.9621035	1.206280552	2.168139612	11.80063467
B12:486781	104.362988	84.78162052	78.68058562	3.552038914	100.5100582	97.17758924	24.18775133	2.119855036	0.463940864	230.2796056	1.217242049	2.618613203	10.81659715
B25:486782	NA	87.22202872	80.38094906	3.553296232	95.97292034	93.33076749	27.91885591	2.245150905	0.560215241	211.9026199	1.350002387	2.891646594	5.480960694
B26:486783	97.71026601	88.86737702	81.74702561	3.794159896	106.10017	105.0881937	NA	NA	NA	172.6312204	1.410584448	2.468597315	9.474180869
B28:486784	96.45293062	86.42727736	78.16322357	2.884368006	96.0700758	93.43199708	8.985667089	2.214011192	0.188163061	183.2550295	1.353877049	2.583058983	11.34421187
B30:486785	NA	88.16380704	78.07280438	3.682105917	97.61254133	93.18388493	11.00308776	2.188691053	0.23345397	206.9530831	1.212996664	2.510626497	11.88217352
B46:486786	99.68402966	88.43921068	80.37764523	4.576226314	98.0032897	93.4358122	17.01865474	2.200577285	0.350294971	231.676604	1.213284168	2.675617969	11.38288168
B50:486787	NA	86.66268281	80.17307754	4.028826832	95.97593602	93.42320847	6.061170533	2.183449564	0.133001515	189.3156724	1.260328322	2.410738518	8.852645518
D93:486788	96.9058786	86.45735298	79.60071023	3.372489248	99.40363883	95.63039699	7.621952638	2.097656143	0.147742743	191.1358333	1.191424909	2.15349117	12.02600235
