Longitude,Latitude,Plot,TFamily,Parent1,Parent2,Line,Genotype,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrtT,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN_percent,PTN_percent_logT,PTN_percent_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN_percent,GTN_percent_logT,GTN_percent_sqrtT,GTN,GTN_logT,GTN_sqrtT
20,10,20.1,TD,T,D,D 35,43_06:486690,2,4,0.698970004,2.121320344,80,1.908485019,8.972179222,80,1.908485019,8.972179222,85.77,1.938369597,9.288164512,80.4,1.910624405,8.994442729,81.82,1.918135226,9.073036978,2.33,0.522444234,1.682260384,281.67,2.451279719,16.79791654,1.09,0.320146286,1.260952021,3.070203,0.60961607,1.889498082,0.7,0.230448921,1.095445115,2.43,0.53529412,1.711724277,0.01701,0.007325223,0.719034074
43,6,43.06,TD,T,D,D 35,43_06:486690,1,7,0.903089987,2.738612788,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,72.65,1.867172751,8.552777327,90.96,1.963598963,9.563472173,4.33,0.726727209,2.197726098,217.5,2.339451441,14.76482306,1.43,0.385606274,1.389244399,3.11025,0.613868238,1.900065788,1.7,0.431363764,1.483239697,2.6,0.556302501,1.760681686,0.0442,0.018783689,0.737699126
6,9,6.09,TD,T,D,D 36,42_03:486683,2,15,1.204119983,3.937003937,85,1.934498451,9.246621004,85,1.934498451,9.246621004,112.34,2.054383208,10.62261738,110.21,2.046143841,10.52188196,100.62,2.006979191,10.05584407,1,0.301029996,1.224744871,189,2.278753601,13.7658999,0.65,0.217483944,1.072380529,1.2285,0.348012638,1.314724306,124.3,2.097951071,11.17139204,1.65,0.423245874,1.46628783,2.05095,0.48443509,1.597169371
42,3,42.03,TD,T,D,D 36,42_03:486683,1,10,1.041392685,3.240370349,85,1.934498451,9.246621004,85,1.934498451,9.246621004,79.58,1.906227263,8.948742928,72.76,1.867820908,8.559205571,64.69,1.817499262,8.07403245,1,0.301029996,1.224744871,239.5,2.381115081,15.49193338,0.86,0.269512944,1.166190379,2.0597,0.485678847,1.599906247,91,1.963787827,9.565563235,1.7,0.431363764,1.483239697,1.547,0.406028945,1.430734077
15,7,15.07,TD,T,D,D 37,43_01:486686,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,92,1.968482949,9.617692031,137.35,2.140979163,11.74095396,126.06,2.104008851,11.24988889,110.62,2.047742018,10.54134716,2,0.477121255,1.58113883,222.5,2.349277527,14.93318452,0.95,0.290034611,1.204159458,2.11375,0.493283741,1.616709621,19.5,1.311753861,4.472135955,2.22,0.507855872,1.64924225,0.4329,0.156215883,0.965867486
43,1,43.01,TD,T,D,D 37,43_01:486686,1,15,1.204119983,3.937003937,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,77.05,1.892372907,8.806247782,62.76,1.804548308,7.95361553,2.67,0.564666064,1.780449381,200.33,2.303908494,14.17145017,1.53,0.403120521,1.424780685,3.065049,0.609065785,1.888133735,0.7,0.230448921,1.095445115,2.45,0.537819095,1.717556404,0.01715,0.007385003,0.719131421
20,12,20.12,TD,T,D,D 38,26_05:486605,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,99.22,2.000954398,9.985990186,101.44,2.01046957,10.09653406,87.13,1.94512377,9.36108968,2.67,0.564666064,1.780449381,175.17,2.245931954,13.25405598,0.88,0.274157849,1.174734012,1.541496,0.405089431,1.428809294,45.2,1.664641976,6.760177512,1.94,0.46834733,1.562049935,0.87688,0.273436507,1.173405301
26,5,26.05,TD,T,D,D 38,26_05:486605,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,78.96,1.902872785,8.914033879,77.03,1.892261607,8.805112151,74.53,1.878119485,8.661985915,1.33,0.367355921,1.352774926,94.5,1.980003372,9.746794345,1.72,0.434568904,1.489966443,1.6254,0.419195481,1.457875166,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,8,17.08,TD,T,D,D 39,36_06:486654,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,123.89,2.096527666,11.1530265,114.34,2.061979947,10.71634266,109.73,2.0442653,10.49904758,1.33,0.367355921,1.352774926,173.5,2.241795431,13.19090596,0.71,0.23299611,1.1,1.23185,0.348665003,1.31599772,59.4,1.781036939,7.739509028,1.5,0.397940009,1.414213562,0.891,0.276691529,1.17940663
36,6,36.06,TD,T,D,D 39,36_06:486654,1,15,1.204119983,3.937003937,73,1.86923172,8.5732141,73,1.86923172,8.5732141,64.81,1.818291891,8.081460264,36.3,1.571708832,6.066300355,50.46,1.711469782,7.138627319,1,0.301029996,1.224744871,125,2.100370545,11.20267825,1.52,0.401400541,1.42126704,1.9,0.462397998,1.549193338,11.7,1.103803721,3.492849839,1.93,0.46686762,1.558845727,0.22581,0.08842316,0.851944834
21,8,21.08,TD,T,D,D 40,29_02a:486619,2,2,0.477121255,1.58113883,100,2.004321374,10.02496883,100,2.004321374,10.02496883,146.1,2.167612673,12.10784869,93.12,1.973681919,9.675742866,85.57,1.937367418,9.277391875,1,0.301029996,1.224744871,117.25,2.072801149,10.85126721,1.38,0.376576957,1.37113092,1.61805,0.417977937,1.455352191,0.4,0.146128036,0.948683298,2.12,0.494154594,1.618641406,0.00848,0.00366729,0.713077836
29,2,29.02,TD,T,D,D 40,29_02a:486619,1,1,0.301029996,1.224744871,80,1.908485019,8.972179222,80,1.908485019,8.972179222,148.97,2.176004391,12.22579241,NA,NA,NA,131.63,2.12264177,11.49478142,5.5,0.812913357,2.449489743,286.75,2.459015332,16.94845126,1.47,0.392696953,1.403566885,4.215225,0.71727305,2.171456884,3.8,0.681241237,2.073644135,2.66,0.563481085,1.777638883,0.10108,0.041818874,0.775293493
19,9,19.09,TD,T,D,D 41,25_03:486599,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3,25.03,TD,T,D,D 41,25_03:486599,1,4,0.698970004,2.121320344,92,1.968482949,9.617692031,92,1.968482949,9.617692031,104.69,2.024033898,10.25621763,91.19,1.964683815,9.575489544,80.32,1.91019737,8.989994438,8,0.954242509,2.915475947,181,2.260071388,13.47219359,1.47,0.392696953,1.403566885,2.6607,0.563564139,1.777835763,0.3,0.113943352,0.894427191,2.36,0.526339277,1.691153453,0.00708,0.003063971,0.712095499
14,7,14.07,TD,T,D,D 42,46_02:486701,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,115.68,2.06699642,10.77868267,133.98,2.130269424,11.59655121,116.4,2.069668097,10.81203034,1.33,0.367355921,1.352774926,184.17,2.267570627,13.58933405,1.11,0.324282455,1.268857754,2.044287,0.483485593,1.59508213,8,0.954242509,2.915475947,2.23,0.509202522,1.652271164,0.1784,0.071292734,0.823650411
46,2,46.02,TD,T,D,D 42,46_02:486701,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,NA,NA,NA,104.89,2.024854948,10.26596318,107.96,2.037267095,10.41441309,2,0.477121255,1.58113883,220.67,2.345706921,14.87178537,1.32,0.365487985,1.349073756,2.912844,0.592492533,1.847388427,9.5,1.021189299,3.16227766,1.99,0.475671188,1.577973384,0.18905,0.075200117,0.830090357
7,12,7.12,TD,T,D,D 43,38_01:486661,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.301029996,1.224744871,171.67,2.237216889,13.12135664,0.77,0.247973266,1.126942767,1.321859,0.365835843,1.349762572,45.2,1.664641976,6.760177512,1.85,0.45484486,1.532970972,0.8362,0.263919983,1.155941175
38,1,38.01,TD,T,D,D 43,38_01:486661,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,95.77,1.985740741,9.811727677,106.21,2.030235296,10.33005324,90.71,1.962416693,9.550392662,1.33,0.367355921,1.352774926,150.17,2.179465613,12.27477087,NA,NA,NA,NA,NA,NA,31.3,1.509202522,5.639148872,2.12,0.494154594,1.618641406,0.66356,0.221038469,1.078684384
22,10,22.1,TD,T,D,D 44,36_04:486652,2,13,1.146128036,3.674234614,73,1.86923172,8.5732141,80,1.908485019,8.972179222,110.27,2.046378088,10.52473278,116.64,2.070555016,10.82312339,99.71,2.003072596,10.01049449,2.33,0.522444234,1.682260384,225.67,2.355394045,15.03894943,0.76,0.245512668,1.122497216,1.715092,0.43378455,1.488318514,68.8,1.843855423,8.324662155,1.6,0.414973348,1.449137675,1.1008,0.322384709,1.265227252
36,4,36.04,TD,T,D,D 44,36_04:486652,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,42.35,1.636989102,6.54599114,38.39,1.595385981,6.236184731,26.3,1.436162647,5.176871642,3.67,0.669316881,2.042057786,242.67,2.386802063,15.59390907,1.6,0.414973348,1.449137675,3.88272,0.68866182,2.093494686,45.7,1.669316881,6.797058187,2.19,0.503790683,1.640121947,1.00083,0.30121019,1.225083671
23,7,23.07,TD,T,D,D 45,48_03:486712,2,15,1.204119983,3.937003937,85,1.934498451,9.246621004,92,1.968482949,9.617692031,122.42,2.091385542,11.08692924,110.76,2.048286393,10.54798559,102.42,2.014604533,10.14494948,1.33,0.367355921,1.352774926,160.83,2.209059034,12.70157471,1.34,0.369215857,1.356465997,2.155122,0.499016157,1.62945451,10.6,1.064457989,3.33166625,2.81,0.580924976,1.81934054,0.29786,0.113227848,0.893230094
48,3,48.03,TD,T,D,D 45,48_03:486712,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,92,1.968482949,9.617692031,NA,NA,NA,80.14,1.909235003,8.979977728,67.02,1.832636628,8.217055434,2,0.477121255,1.58113883,181.33,2.260858132,13.48443547,1.12,0.326335861,1.272792206,2.030896,0.481571035,1.590879002,6.2,0.857332496,2.588435821,2.35,0.525044807,1.688194302,0.1457,0.059070913,0.803554603
10,7,10.07,TD,T,D,D 46,40_05a:486675,2,3,0.602059991,1.870828693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,5,40.05,TD,T,D,D 46,40_05a:486675,1,5,0.77815125,2.34520788,NA,NA,NA,NA,NA,NA,71.27,1.858958055,8.471717653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,9,18.09,TD,T,D,D 47,48_01:486710,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,150.75,2.1811287,12.29837388,142.1,2.155639634,11.94152419,73.51,1.872214563,8.602906486,3,0.602059991,1.870828693,217.17,2.338795032,14.75364362,1.13,0.328379603,1.276714533,2.454021,0.538324974,1.718726563,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,48.01,TD,T,D,D 47,48_01:486710,1,12,1.113943352,3.535533906,92,1.968482949,9.617692031,92,1.968482949,9.617692031,NA,NA,NA,110.1,2.045714059,10.51665346,91.65,1.966845424,9.599479153,3.67,0.669316881,2.042057786,218,2.340444115,14.7817455,1.38,0.376576957,1.37113092,3.0084,0.602971053,1.873072342,0.4,0.146128036,0.948683298,2.35,0.525044807,1.688194302,0.0094,0.0040633,0.713722635
12,9,12.09,TD,T,D,D 48,47_02:486706,2,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,105.38,2.026859986,10.28980078,114.15,2.061263942,10.70747403,97.18,1.992023028,9.88331928,3,0.602059991,1.870828693,174,2.243038049,13.20984481,0.98,0.29666519,1.216552506,1.7052,0.432199379,1.484991582,36,1.568201724,6.041522987,2.3,0.51851394,1.673320053,0.828,0.261976191,1.152388823
47,2,47.02,TD,T,D,D 48,47_02:486706,1,8,0.954242509,2.915475947,92,1.968482949,9.617692031,92,1.968482949,9.617692031,NA,NA,NA,122.63,2.092123869,11.09639581,74.62,1.878636673,8.667179472,4.33,0.726727209,2.197726098,169,2.230448921,13.01921657,1.05,0.311753861,1.24498996,1.7745,0.443184729,1.508144555,38.2,1.593286067,6.220932406,2.18,0.50242712,1.637070554,0.83276,0.263105598,1.154452251
10,9,10.09,TD,T,D,D 49,38_06:486666,2,12,1.113943352,3.535533906,85,1.934498451,9.246621004,92,1.968482949,9.617692031,141.11,2.152624639,11.9,129.66,2.116142654,11.40876856,108.3,2.038620162,10.43072385,4.67,0.753583059,2.2737634,214.67,2.333789738,14.66867411,1.04,0.309630167,1.240967365,2.232568,0.509547669,1.653048094,38.3,1.59439255,6.228964601,1.99,0.475671188,1.577973384,0.76217,0.246047803,1.123463395
38,6,38.06,TD,T,D,D 49,38_06:486666,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,59.49,1.781683585,7.745321168,47.24,1.683407299,6.909413868,58.67,1.775756038,7.692203845,2.67,0.564666064,1.780449381,215.67,2.335798783,14.70272084,1.26,0.354108439,1.326649916,2.717442,0.570244201,1.793722944,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,11,24.11,TD,T,D,D 50,47_05:486709,2,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,95.34,1.983806642,9.7897906,90.04,1.959232249,9.515250916,76.28,1.888067113,8.762419757,3.33,0.636487896,1.957038579,149.83,2.178487731,12.26091351,0.98,0.29666519,1.216552506,1.468334,0.392403925,1.402973271,16.6,1.245512668,4.135214626,1.61,0.416640507,1.452583905,0.26726,0.102865727,0.875933787
47,5,47.05,TD,T,D,D 50,47_05:486709,1,9,1,3.082207001,92,1.968482949,9.617692031,92,1.968482949,9.617692031,NA,NA,NA,62.2,1.800717078,7.918333158,56.89,1.76260355,7.575618787,2,0.477121255,1.58113883,124.67,2.099231615,11.18793994,1.05,0.311753861,1.24498996,1.309035,0.363430516,1.345003717,19.9,1.320146286,4.516635916,2.12,0.494154594,1.618641406,0.42188,0.152862946,0.960145822
6,7,6.07,TD,T,D,D 51,31_05:486631,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,133.34,2.128205344,11.56892389,113.86,2.060168812,10.69392351,92.05,1.968716377,9.620291056,1.67,0.426511261,1.473091986,234.33,2.371677295,15.32416392,1.29,0.359835482,1.337908816,3.022857,0.604534595,1.876927543,8.8,0.991226076,3.049590136,2.51,0.545307116,1.734935157,0.22088,0.086672979,0.849046524
31,5,31.05,TD,T,D,D 51,31_05:486631,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,73.37,1.871397781,8.594765849,66.67,1.830396176,8.195730596,73.99,1.875003354,8.630758947,2.33,0.522444234,1.682260384,125.5,2.102090526,11.22497216,1.44,0.387389826,1.392838828,1.8072,0.448273355,1.518947004,6.7,0.886490725,2.683281573,2.42,0.534026106,1.708800749,0.16214,0.06525845,0.813719854
25,11,25.11,TD,T,D,D 52,41_01:486677,2,14,1.176091259,3.807886553,100,2.004321374,10.02496883,100,2.004321374,10.02496883,143.16,2.158844774,11.98582496,134.2,2.130976692,11.60603291,119.48,2.080914959,10.95353824,3.67,0.669316881,2.042057786,258.83,2.414689293,16.10372628,1.24,0.350248018,1.319090596,3.209492,0.624229688,1.926004154,14.1,1.178976947,3.820994635,2.5,0.544068044,1.732050808,0.3525,0.131137274,0.923309266
41,1,41.01,TD,T,D,D 52,41_01:486677,1,13,1.146128036,3.674234614,92,1.968482949,9.617692031,92,1.968482949,9.617692031,99.05,2.000217093,9.97747463,82.69,1.922673568,9.120855223,94.16,1.978454433,9.729337079,3.33,0.636487896,1.957038579,206.67,2.317373763,14.39340127,1.55,0.40654018,1.431782106,3.203385,0.62359917,1.924418094,3.3,0.633468456,1.949358869,2.185,0.503109437,1.638596961,0.072105,0.030237321,0.756376229
8,10,8.1,TD,T,D,D 53,42_05a:486684,2,4,0.698970004,2.121320344,80,1.908485019,8.972179222,85,1.934498451,9.246621004,119.97,2.082677681,10.97588265,97.97,1.99550357,9.923205127,72.39,1.865636888,8.537564055,5,0.77815125,2.34520788,279.5,2.447932866,16.73320053,1.12,0.326335861,1.272792206,3.1304,0.615992112,1.905360858,5.4,0.806179974,2.42899156,2.03,0.481442629,1.590597372,0.10962,0.045174276,0.78078166
42,5,42.05,TD,T,D,D 53,42_05a:486684,1,3,0.602059991,1.870828693,85,1.934498451,9.246621004,85,1.934498451,9.246621004,105.71,2.02820512,10.3058236,94.09,1.978134847,9.725739046,75.07,1.881213416,8.693100713,6,0.84509804,2.549509757,270.5,2.433769834,16.46207763,1.58,0.411619706,1.44222051,4.2739,0.722131891,2.184925628,0.5,0.176091259,1,2.32,0.521138084,1.679285562,0.0116,0.005008821,0.71526219
7,8,7.08,TD,T,D,D 54,26_06:486606,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,0.564666064,1.780449381,216.67,2.337798577,14.73668891,1.07,0.315970345,1.252996409,2.318369,0.520924678,1.678799869,61.3,1.794488047,7.861297603,1.87,0.457881897,1.539480432,1.14631,0.331692449,1.283086123
26,6,26.06,TD,T,D,D 54,26_06:486606,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,82.56,1.921998431,9.113725912,83.98,1.929316727,9.191300234,77.87,1.896911841,8.852683209,1.67,0.426511261,1.473091986,163.83,2.217036259,12.81912634,1.59,0.413299764,1.445683229,2.604897,0.55689286,1.762071792,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,12,11.12,TD,T,D,D 55,41_05:486679,2,9,1,3.082207001,80,1.908485019,8.972179222,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,0.726727209,2.197726098,171,2.235528447,13.09580085,1.12,0.326335861,1.272792206,1.9152,0.464668355,1.554091374,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,5,41.05,TD,T,D,D 55,41_05:486679,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,94.82,1.981456167,9.763196198,96.28,1.988023562,9.837682654,86.5,1.942008053,9.327379053,4,0.698970004,2.121320344,231.17,2.365806101,15.22070958,1.47,0.392696953,1.403566885,3.398199,0.643274875,1.974385727,24.3,1.403120521,4.979959839,2.14,0.496929648,1.624807681,0.52002,0.181849302,1.009960395
25,8,25.08,TD,T,D,D 56,48_02:486711,2,13,1.146128036,3.674234614,73,1.86923172,8.5732141,80,1.908485019,8.972179222,115.53,2.066437746,10.77172224,110.07,2.045596772,10.51522705,108.81,2.040641892,10.45514228,1.33,0.367355921,1.352774926,192,2.285557309,13.87443693,0.95,0.290034611,1.204159458,1.824,0.450864692,1.52446712,71.6,1.860936621,8.491171886,1.65,0.423245874,1.46628783,1.1814,0.338735309,1.296688089
48,2,48.02,TD,T,D,D 56,48_02:486711,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,93.52,1.975523713,9.696391081,73.28,1.870871895,8.589528509,2.33,0.522444234,1.682260384,219.17,2.342758142,14.8212685,1.21,0.344392274,1.307669683,2.651957,0.562525655,1.775375172,89.1,1.954724791,9.465727653,1.97,0.472756449,1.571623365,1.75527,0.440164164,1.501755639
24,12,24.12,TD,T,D,D 57,38_02:486662,2,7,0.903089987,2.738612788,85,1.934498451,9.246621004,85,1.934498451,9.246621004,91.54,1.966329495,9.593747964,64.5,1.8162413,8.062257748,57.8,1.769377326,7.635443668,4,0.698970004,2.121320344,235.83,2.374436715,15.37302833,0.98,0.29666519,1.216552506,2.311134,0.519976757,1.676643671,16.2,1.235528447,4.086563348,2.1,0.491361694,1.61245155,0.3402,0.127169614,0.916624241
38,2,38.02,TD,T,D,D 57,38_02:486662,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,86.19,1.940466678,9.310746479,103.54,2.019282496,10.2,96.21,1.987710943,9.834124262,3,0.602059991,1.870828693,230.17,2.363931473,15.18782407,1.3,0.361727836,1.341640786,2.99221,0.601213378,1.868745569,0.7,0.230448921,1.095445115,2.36,0.526339277,1.691153453,0.01652,0.007115928,0.718693259
12,8,12.08,TD,T,D,D 58,43_02:486687,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,147,2.170261715,12.1449578,126.59,2.105816637,11.27342007,97.71,1.994361152,9.910095862,4.33,0.726727209,2.197726098,247,2.394451681,15.73213272,1.18,0.338456494,1.29614814,2.9146,0.592687392,1.847863631,35.2,1.558708571,5.974947699,2.03,0.481442629,1.590597372,0.71456,0.234152688,1.102070778
43,2,43.02,TD,T,D,D 58,43_02:486687,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,125.26,2.101265785,11.21427662,98.81,1.999174056,9.965440281,3,0.602059991,1.870828693,284.17,2.455103836,16.87216643,1.2,0.342422681,1.303840481,3.41004,0.644442529,1.977382108,39.5,1.607455023,6.32455532,2.04,0.482873584,1.593737745,0.8058,0.256669649,1.142716063
18,12,18.12,TD,T,D,D 59,33_02:486638,2,8,0.954242509,2.915475947,80,1.908485019,8.972179222,85,1.934498451,9.246621004,73.48,1.872039668,8.601162712,74.51,1.87800447,8.660831369,77.13,1.892817824,8.810788841,3.33,0.636487896,1.957038579,238.84,2.379921616,15.47061731,0.85,0.267171728,1.161895004,2.03014,0.481462694,1.59064138,31,1.505149978,5.61248608,1.76,0.440909082,1.503329638,0.5456,0.189097109,1.022545842
33,2,33.02,TD,T,D,D 59,33_02:486638,1,10,1.041392685,3.240370349,85,1.934498451,9.246621004,85,1.934498451,9.246621004,89.28,1.95559155,9.475230868,92.66,1.971554153,9.65194281,74.03,1.875234946,8.633075929,4,0.698970004,2.121320344,290.67,2.464891762,17.06370417,1.34,0.369215857,1.356465997,3.894978,0.689750744,2.096420282,21.4,1.350248018,4.679743583,2.02,0.480006943,1.587450787,0.43228,0.156027928,0.965546477
15,8,15.08,TD,T,D,D 60,27_02:486608,2,11,1.079181246,3.391164992,92,1.968482949,9.617692031,92,1.968482949,9.617692031,99.39,2.001690454,9.994498487,110.51,2.047313816,10.53612832,71.83,1.86231031,8.50470458,4.33,0.726727209,2.197726098,226.17,2.356350978,15.05556376,1.25,0.352182518,1.322875656,2.827125,0.582872647,1.824040844,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2,27.02,TD,T,D,D 60,27_02:486608,1,10,1.041392685,3.240370349,100,2.004321374,10.02496883,107,2.033423755,10.36822068,123.71,2.095901279,11.14495402,97.9,1.995196292,9.919677414,94.22,1.978728177,9.732420048,2.67,0.564666064,1.780449381,88.83,1.9534214,9.451454914,1.36,0.372912003,1.36381817,1.208088,0.344016378,1.306938407,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,11,3.11,TD,T,D,D 61,34_05:486643,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,0.726727209,2.197726098,221.33,2.346998068,14.89395851,1.23,0.348304863,1.315294644,2.722359,0.570818256,1.795093034,38,1.591064607,6.204836823,2.245,0.511214701,1.656804153,0.8531,0.267898856,1.163228267
34,5,34.05,TD,T,D,D 61,34_05:486643,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,96.14,1.987398099,9.830564582,90.55,1.961658349,9.542012366,53.43,1.735838334,7.343704787,2,0.477121255,1.58113883,213.83,2.332094928,14.64001366,1.28,0.357934847,1.334166406,2.737024,0.572525887,1.799173143,1.3,0.361727836,1.341640786,2.56,0.551449998,1.749285568,0.03328,0.014218023,0.730260228
6,10,6.1,TD,T,D,D 62,40_06:486676,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,92,1.968482949,9.617692031,103.94,2.02094106,10.21958903,78.44,1.900039235,8.884818512,78.04,1.897846932,8.862279616,3.67,0.669316881,2.042057786,256.83,2.411333449,16.04150866,1.37,0.374748346,1.367479433,3.518571,0.655001111,2.004637374,12.3,1.123851641,3.577708764,2.06,0.485721426,1.6,0.25338,0.09808276,0.867974654
40,6,40.06,TD,T,D,D 62,40_06:486676,1,12,1.113943352,3.535533906,92,1.968482949,9.617692031,92,1.968482949,9.617692031,98.79,1.999087023,9.964436763,86.4,1.941511433,9.322016949,67.21,1.83384805,8.228608631,6,0.84509804,2.549509757,258,2.413299764,16.07793519,1.25,0.352182518,1.322875656,3.225,0.625826713,1.930025907,5.1,0.785329835,2.366431913,1.87,0.457881897,1.539480432,0.09537,0.039560842,0.771602229
