"","value"
"50_02:486723",3.01959943780361
"50_03:486724",4.02029286957869
"50_04:486725",2.94378407174556
"50_06:486726",3.1475327891829
"51_01:486727",3.70563518467252
"51_03:486728",3.49529271838852
"51_04a:486729",3.562495113694
"51_05:486730",4.8472303200064
"51_06:486731",2.60050225703481
"52_03:486733",2.78426361563656
"52_06:486735",3.7330451230737
"53_01:486736",3.54274295808715
"53_02:486737",2.26691833325953
"53_03:486738",3.67159248743881
"53_04:486739",2.05621484207977
"53_06:486740",3.90717986344254
"54_01:486742",2.72031269286021
"54_02:486743",2.25006587320838
"54_04:486744",2.90802595447156
"54_05:486745",3.14613369687097
"54_06:486746",0.926279742366352
"55_01:486747",2.76251457677718
"55_02:486748",3.02889945265769
"55_04:486749",3.88585784721698
"55_05:486750",2.82995349077352
"55_06:486751",3.02536376228437
"56_01:486752",3.01612935707022
"56_03:486753",4.08148462147077
"56_04:486754",2.30545559203248
"56_05:486755",3.89732991901958
"56_06:486756",2.84408604693297
"57_01:486757",3.15847839200162
"57_03a:486758",2.40497276109338
"57_04:486759",3.51204742933383
"57_05:486760",3.69379886837371
"57_06:486761",3.91608087807718
"58_01:486762",2.92697389694996
"58_03:486763",2.4603466171441
"58_04:486764",2.49856250832462
"58_05:486765",3.0555350403896
"58_06a:486766",3.35662416393674
"59_01:486767",2.85163788486663
"59_03:486768",2.81695768405944
"59_04:486769",2.34317517403428
"59_05:486770",3.52056006835053
"59_06:486771",3.99553501890308
"6_01:486510",2.69914684113225
"6_02:486511",1.02712805197213
"6_03:486512",9.18428963358012
"6_04:486513",3.36145606328804
"6_05a:486514",4.54237664797762
"60_01:486772",3.40687933700855
"60_02:486773",3.03507224786807
"60_04:486774",4.45798445385562
"60_05:486775",2.82767461372342
"60_06:486776",1.85293517579167
"61_01:486777",3.85841522595698
"61_02a:486778",6.05147332958516
"7_01a:486515",3.29892463777729
"7_02a:486516",5.67271195713621
"7_03:486517",3.05110518745658
"7_04:486518",2.32715251148984
"7_06:486520",2.48844477537053
"8_01:486521",4.10142608495397
"8_02:486522",3.84222619426156
"8_03:486523",2.12691267414055
"8_04:486524",2.2169031159733
"8_05:486525",2.28999342261885
"8_06:486526",3.51011661101449
"9_01:486527",2.60275439900214
"9_03a:486528",3.52300193417144
"9_04:486529",3.59350483022934
"9_05:486530",3.43010594635951
"9_06:486531",3.97769896291895
"B01:486779",3.10000597009279
"B07:486780",2.84090421644409
"B12:486781",2.63358193866904
"B25:486782",2.73596094136716
"B26:486783",2.91321148776101
"B28:486784",2.06943390213272
"B30:486785",2.91724040257542
"B46:486786",3.68058892652973
"B50:486787",3.206207761019
"D93:486788",2.17161313146927
