"","value"
"51_04a:486729",1.17490551946672
"51_05:486730",1.29460611640883
"51_06:486731",1.06234825654427
"52_03:486733",1.23765456771303
"52_06:486735",1.20211746467695
"53_01:486736",1.1590368214976
"53_02:486737",1.24404485043191
"53_03:486738",1.26492952161441
"53_04:486739",1.22787463361435
"53_06:486740",1.18259636879624
"54_01:486742",1.22004662952065
"54_02:486743",1.1792240544303
"54_04:486744",1.24263404407572
"54_05:486745",1.30780071009134
"54_06:486746",1.18396123129253
"55_01:486747",1.08552436027109
"55_02:486748",1.27139372699298
"55_04:486749",1.09389822521865
"55_05:486750",1.18104307072252
"55_06:486751",1.33224249883449
"56_01:486752",1.27447488082247
"56_03:486753",1.15715660178352
"56_04:486754",1.3421333958386
"56_05:486755",1.21785759829438
"56_06:486756",1.09778190931576
"57_01:486757",1.13779114255525
"57_03a:486758",1.23153714167435
"57_04:486759",1.34534039203648
"57_05:486760",1.11926623667594
"57_06:486761",1.24815928912412
"58_01:486762",1.22942477330305
"58_03:486763",1.32426959287472
"58_04:486764",1.24525847220652
"58_05:486765",1.20244557376271
"58_06a:486766",1.27642127590263
"59_01:486767",1.28894031533651
"59_03:486768",1.38395810138496
"59_04:486769",1.07504853071935
"59_05:486770",1.21003282007821
"59_06:486771",1.19094698895802
"6_01:486510",1.21986481073383
"6_02:486511",1.26490628479653
"6_03:486512",1.22892548263641
"6_04:486513",1.17597249750741
"6_05a:486514",1.18130525908919
"60_01:486772",1.35102886058456
"60_02:486773",1.23483244958061
"60_04:486774",1.15523887392092
"60_05:486775",1.27807956740339
"60_06:486776",1.32854798458977
"61_01:486777",1.15723668446311
"61_02a:486778",1.16820394273762
"7_01a:486515",1.2695030369345
"7_02a:486516",1.41108079394937
"7_03:486517",1.24104444346931
"7_04:486518",1.12222700877268
"7_06:486520",1.21924863232068
"8_01:486521",1.35499618642328
"8_02:486522",1.22931404550928
"8_03:486523",1.15547515378027
"8_04:486524",1.20344923378585
"8_05:486525",1.2207845694502
"8_06:486526",1.12856492761659
"9_01:486527",1.22302737212805
"9_03a:486528",1.31757431328683
"9_04:486529",1.22003766862558
"9_05:486530",1.20686630637177
"9_06:486531",1.15279352291316
"B01:486779",1.20920551614891
"B07:486780",1.08443785691611
"B12:486781",1.07289653810693
"B25:486782",1.3115148934159
"B26:486783",1.42127473957217
"B28:486784",1.31042388517913
"B30:486785",1.08637422945433
"B46:486786",1.08438086897204
"B50:486787",1.15286287448681
"D93:486788",1.07313490029407
